province,district,sector,property_type,bedrooms,bathrooms,square_meters,parking_spaces,year_built,furnished,nearby_school,nearby_hospital,nearby_road,security_level,internet_access,market_demand,house_condition,land_size,predicted_market_value
Eastern Province,Kayonza,Mukarange,Mansion,4,4,210,1,2006,0,1,1,1,0,0,2,2,530,59200000
Southern Province,Gisagara,Mugombwa,House,3,3,145,3,2011,1,1,1,1,2,2,1,2,550,42900000
Western Province,Rusizi,Ramba,House,3,2,101,3,2010,1,1,1,1,1,2,0,1,350,33300000
Eastern Province,Ngoma,Gashanda,House,3,3,83,3,2007,1,1,1,1,2,2,1,1,370,28800000
Northern Province,Gicumbi,Giti,House,3,3,99,3,2020,1,0,1,1,2,2,0,0,470,41600000
Southern Province,Kamonyi,Kamonyi,Villa,3,3,126,2,2003,0,0,1,1,2,1,2,2,450,33100000
Southern Province,Huye,Huye,House,3,3,112,1,2012,1,1,1,1,0,0,1,1,220,35500000
Kigali City,Gasabo,Gacuriro,Apartment,2,1,94,0,2007,0,1,1,1,2,2,1,1,280,47200000
Northern Province,Musanze,Cyuve,House,4,4,212,1,2024,0,0,1,1,1,0,2,2,1010,130900000
Eastern Province,Nyagatare,Musheri,House,3,2,144,2,1997,1,0,1,1,1,2,2,2,450,42900000
Eastern Province,Kirche,Mpanga,Apartment,2,1,96,3,2008,0,1,1,1,0,1,1,1,180,19900000
Northern Province,Gakenke,Gakenke,House,3,2,86,0,1996,0,1,1,1,1,2,0,2,280,19400000
Western Province,Ngororero,Ndaro,Mansion,4,4,211,1,1995,1,1,0,1,2,1,0,1,760,80600000
Northern Province,Gicumbi,Rubaya,House,3,3,122,1,1995,1,1,1,1,2,1,1,1,410,42400000
Northern Province,Gakenke,Nemba,House,3,2,115,1,2010,1,1,1,1,1,1,1,2,530,40300000
Northern Province,Gakenke,Busengo,House,2,2,72,1,2012,0,1,1,1,2,2,2,2,130,15600000
Eastern Province,Bugesera,Mayange,Mansion,5,4,282,1,2010,0,1,1,0,1,2,0,1,500,86200000
Southern Province,Nyanza,Kigoma,Villa,5,5,261,2,2014,1,0,1,1,2,2,0,2,1120,109400000
Northern Province,Burera,Kinoni,House,3,3,112,2,2018,1,1,1,1,2,2,1,1,360,35100000
Kigali City,Gasabo,Jabana,House,4,3,120,0,2008,1,1,1,1,1,1,1,1,550,106500000
Southern Province,Kamonyi,Gacurabwenge,Villa,4,4,202,0,2000,1,1,1,1,2,2,1,1,840,65700000
Eastern Province,Kirche,Nasho,House,4,3,147,2,2012,1,1,1,1,2,2,2,1,230,43900000
Eastern Province,Rwamagana,Mwulire,Villa,4,4,141,1,2023,1,1,1,1,0,1,0,2,670,49700000
Southern Province,Huye,Rwaniro,House,4,3,120,2,2006,0,0,0,1,2,1,0,2,550,46700000
Southern Province,Kamonyi,Nyamiyaga,Mansion,6,5,286,2,2012,1,0,1,1,1,2,2,2,1140,154700000
Northern Province,Gicumbi,Kageyo,Villa,4,3,209,0,2022,1,1,1,1,0,2,2,1,680,75000000
Southern Province,Nyamagabe,Gatare,House,3,2,81,0,1995,1,1,1,1,0,1,1,1,150,17400000
Northern Province,Musanze,Remera,Mansion,5,5,220,2,2006,0,1,1,0,1,1,2,2,750,121300000
Eastern Province,Rwamagana,Musha,House,3,3,126,3,2022,0,1,1,1,2,2,1,1,210,37800000
Southern Province,Nyamagabe,Cyanika,Apartment,3,3,88,3,2011,0,1,0,1,2,2,1,2,370,26100000
Western Province,Rusizi,Giheke,House,4,3,144,2,2025,0,1,0,1,1,2,1,2,350,59600000
Northern Province,Gakenke,Muyongwe,Villa,3,3,155,1,2021,1,1,1,1,1,1,1,1,360,44600000
Northern Province,Musanze,Nkotsi,Villa,3,3,160,1,2005,0,1,1,1,1,1,1,2,530,51500000
Eastern Province,Ngoma,Kazo,Apartment,2,2,54,3,2003,1,1,1,1,1,2,0,1,150,12800000
Southern Province,Nyamagabe,Tare,Apartment,2,1,61,3,2016,1,1,0,1,2,2,1,1,150,13800000
Southern Province,Kamonyi,Kayumbu,House,3,2,155,2,2021,1,1,0,1,2,0,2,2,260,51300000
Northern Province,Gakenke,Muyongwe,House,3,3,115,1,2015,1,1,1,1,2,2,1,2,390,38500000
Eastern Province,Bugesera,Kamabuye,House,4,3,149,1,2001,1,0,1,1,1,2,2,2,280,43500000
Southern Province,Gisagara,Mamba,House,3,3,103,3,2024,1,1,0,1,0,1,2,2,420,35400000
Western Province,Rutsiro,Kavumu,Apartment,3,3,75,0,2022,1,1,1,1,2,1,1,1,180,26600000
Northern Province,Gicumbi,Bwisige,Villa,3,3,152,0,1996,1,1,1,1,1,1,2,2,420,37600000
Eastern Province,Nyagatare,Matimba,House,2,1,89,3,2025,0,1,1,1,1,1,2,1,300,29600000
Western Province,Karongi,Murambi,Mansion,6,5,422,2,2019,1,1,1,1,2,1,2,0,920,230300000
Western Province,Rusizi,Ramba,House,3,2,140,3,2011,0,0,0,1,0,2,0,1,450,43800000
Southern Province,Nyaruguru,Mata,House,2,1,84,2,2019,0,1,1,1,1,2,1,1,160,17800000
Northern Province,Musanze,Muhoza,Villa,4,3,208,1,1995,1,1,0,1,2,2,1,2,950,94500000
Western Province,Rutsiro,Gatumba,House,2,1,78,0,2008,1,1,1,1,1,1,1,2,390,18700000
Southern Province,Nyaruguru,Muganza,Apartment,1,1,57,2,2020,1,1,1,1,1,1,2,1,260,14100000
Southern Province,Nyamagabe,Mwogo,Mansion,4,4,202,3,2025,1,1,1,1,2,1,1,2,300,78100000
Western Province,Nyamasheke,Rangiro,House,2,2,64,1,2022,0,1,1,1,2,2,1,2,260,21200000
Northern Province,Rulindo,Cyinzuzi,Mansion,4,3,195,1,2024,0,1,1,1,1,2,1,2,580,68000000
Southern Province,Huye,Huye,House,3,2,154,1,2009,1,1,0,1,2,2,1,2,480,41300000
Eastern Province,Kayonza,Murama,House,5,4,177,2,2009,1,1,1,1,0,1,1,2,770,64700000
Kigali City,Kicukiro,Nyarugunga,House,4,3,120,1,2019,1,1,1,1,1,1,2,1,560,94600000
Southern Province,Huye,Rwaniro,Apartment,3,3,84,3,2025,1,1,1,1,2,2,0,0,410,35900000
Western Province,Ngororero,Ngororero,Villa,4,3,219,1,1998,1,1,0,0,1,1,2,1,620,67500000
Northern Province,Burera,Ruhunde,Apartment,3,3,89,2,2014,1,1,1,1,1,2,0,1,300,37900000
Eastern Province,Bugesera,Ruhuha,House,5,4,179,3,2008,1,1,1,1,1,2,2,2,790,87300000
Southern Province,Kamonyi,Karama,House,4,3,147,2,2015,1,1,1,1,0,0,1,1,560,51100000
Southern Province,Nyanza,Rwabicuma,House,4,3,154,2,2009,1,1,1,1,2,1,1,2,710,49600000
Northern Province,Musanze,Gataraga,Apartment,2,1,68,0,2020,1,1,0,1,2,2,2,2,300,19800000
Eastern Province,Ngoma,Mutenderi,House,2,1,69,1,2001,0,1,1,1,1,2,0,2,190,14900000
Eastern Province,Ngoma,Gashanda,Villa,4,3,205,2,2010,1,1,1,0,2,1,0,2,870,67700000
Northern Province,Burera,Gahunga,Apartment,1,1,39,3,2005,1,1,1,1,2,2,2,1,130,11000000
Kigali City,Gasabo,Gacuriro,House,4,4,116,1,2004,0,0,1,1,1,2,1,0,470,118200000
Western Province,Rutsiro,Kiyumba,House,3,2,134,3,2010,1,1,1,1,2,2,1,2,460,40800000
Western Province,Rutsiro,Mukura,Villa,4,4,129,3,2017,0,1,0,1,2,2,1,0,320,45700000
Western Province,Rusizi,Nkanka,House,3,3,139,2,2012,0,0,0,1,1,2,2,2,210,34200000
Northern Province,Gakenke,Mugunga,House,3,3,148,3,1997,1,1,1,1,2,2,1,2,390,55400000
Kigali City,Gasabo,Rusororo,Apartment,3,2,85,2,2019,0,1,0,1,2,2,1,0,360,79900000
Southern Province,Nyaruguru,Muganza,Apartment,1,1,31,0,2017,1,1,1,1,1,0,2,2,60,5600000
Western Province,Rutsiro,Mukura,Mansion,5,4,292,2,2024,1,1,1,1,1,2,1,1,800,150700000
Southern Province,Nyamagabe,Buruhukiro,Villa,4,3,158,2,1999,0,1,1,1,2,1,0,2,310,47200000
Northern Province,Rulindo,Masoro,House,3,3,153,2,2017,0,1,1,1,2,2,1,1,420,61200000
Eastern Province,Gatsibo,Ngarama,Apartment,2,1,56,1,2005,0,1,1,1,1,2,2,1,100,12700000
Eastern Province,Ngoma,Remera,Villa,5,4,176,1,2017,0,1,1,1,1,0,2,2,270,60100000
Kigali City,Nyarugenge,Kigali,House,2,1,76,0,2003,0,1,1,1,2,2,2,1,360,47800000
Eastern Province,Nyagatare,Rwempasha,Mansion,6,5,305,3,1997,0,1,1,1,1,1,2,2,700,126300000
Western Province,Karongi,Rwankuba,Apartment,2,1,97,0,2012,0,0,1,0,1,2,1,1,420,25900000
Northern Province,Gakenke,Cyabingo,Apartment,2,1,83,0,2019,1,1,0,1,0,2,2,1,130,16200000
Eastern Province,Kirche,Nyamugari,House,3,3,155,1,2005,1,1,1,1,1,1,2,1,580,38800000
Eastern Province,Nyagatare,Gatunda,Mansion,6,5,390,2,1999,1,1,1,1,1,1,2,2,610,127900000
Western Province,Karongi,Ruganda,House,3,2,118,2,2024,1,1,1,1,2,1,2,1,510,36900000
Western Province,Rubavu,Busasamana,Apartment,1,1,50,2,2000,1,1,1,1,2,1,1,1,250,15800000
Western Province,Karongi,Bwishyura,Apartment,1,1,54,0,2020,0,1,1,1,1,1,1,1,230,14700000
Western Province,Ngororero,Nyange,House,3,3,101,2,2007,1,0,0,1,2,1,2,1,480,42700000
Western Province,Nyabihu,Jenda,Villa,5,5,279,2,2022,1,1,0,1,1,1,2,0,1160,160900000
Kigali City,Gasabo,Kimihurura,Mansion,6,5,448,2,2003,0,1,1,1,1,2,1,0,1810,556200000
Eastern Province,Nyagatare,Karangazi,House,3,2,122,2,2024,0,1,0,1,1,1,1,2,410,38000000
Eastern Province,Nyagatare,Musheri,Villa,5,5,203,1,2017,1,1,1,1,2,2,2,1,570,74500000
Southern Province,Muhanga,Nyabinoni,Apartment,2,2,52,1,2005,1,1,1,1,1,2,2,2,120,10900000
Southern Province,Huye,Ngoma,House,3,2,136,3,2000,0,1,1,1,2,1,1,2,360,40100000
Northern Province,Burera,Kivuye,Villa,5,5,202,3,2017,0,1,1,1,1,1,2,0,320,100200000
Northern Province,Musanze,Muhoza,House,4,4,194,3,2006,1,1,1,1,2,2,1,0,740,106800000
Eastern Province,Gatsibo,Rwimbogo,Mansion,6,6,270,2,2011,1,1,1,1,1,2,1,2,530,130200000
Southern Province,Gisagara,Mugombwa,Villa,4,3,129,1,2013,1,1,1,1,1,2,1,2,580,54400000
Eastern Province,Ngoma,Gashanda,Apartment,3,2,89,0,2002,0,1,1,1,2,2,2,0,280,23200000
Eastern Province,Bugesera,Ngeruka,Apartment,2,2,50,1,2009,0,1,1,1,2,1,1,1,110,10000000
Northern Province,Burera,Gitovu,Villa,5,4,256,0,2021,0,0,1,1,1,2,0,2,1140,107300000
Northern Province,Gicumbi,Rukomo,House,3,2,112,1,1996,0,1,1,1,1,1,0,0,220,28600000
Southern Province,Ruhango,Byima,Apartment,2,1,89,1,2023,1,1,1,1,2,1,2,2,440,24700000
Western Province,Ngororero,Gatumba,Apartment,2,1,54,1,2019,1,0,0,1,0,1,2,2,100,13900000
Southern Province,Nyaruguru,Muganza,Mansion,6,5,288,0,2025,0,1,1,1,2,2,2,2,530,98500000
Kigali City,Gasabo,Kacyiru,Apartment,2,1,58,2,2004,1,0,1,1,0,2,1,1,180,42000000
Eastern Province,Nyagatare,Karangazi,Mansion,5,4,317,1,2024,1,1,1,1,1,2,1,1,1020,128000000
Eastern Province,Gatsibo,Kageyo,Villa,6,5,275,3,2008,1,1,0,1,2,1,1,2,1140,138000000
Eastern Province,Rwamagana,Rwamagana,House,5,5,186,3,2017,0,1,1,1,2,2,1,2,510,71500000
Eastern Province,Gatsibo,Kabaron,Villa,4,4,204,2,2024,1,1,1,1,1,0,1,0,950,75200000
Eastern Province,Kayonza,Ndego,House,3,3,137,2,1996,1,1,0,1,1,1,1,2,350,41700000
Eastern Province,Nyagatare,Gatunda,House,3,3,154,2,2011,0,1,0,1,1,2,1,2,320,47400000
Southern Province,Ruhango,Kabagali,Mansion,5,5,183,1,2018,0,1,1,1,1,2,1,0,340,75600000
Southern Province,Nyamagabe,Mwogo,Apartment,2,1,57,1,2023,1,1,1,1,1,1,2,0,180,14100000
Southern Province,Nyamagabe,Musange,Villa,3,2,109,0,1996,1,1,1,1,2,1,2,2,310,30600000
Eastern Province,Nyagatare,Kiyombe,Mansion,6,6,379,1,2003,1,1,1,1,2,2,1,2,1160,128800000
Southern Province,Ruhango,Kinazi,House,3,3,160,1,2024,1,1,1,1,1,2,2,1,420,59600000
Southern Province,Kamonyi,Rukoma,Mansion,6,5,380,2,2011,0,1,1,1,0,0,1,2,660,167500000
Southern Province,Kamonyi,Ngamba,House,3,2,144,0,2007,1,1,1,1,1,1,1,1,410,38200000
Eastern Province,Kayonza,Rukara,House,3,2,89,2,2015,0,1,1,1,2,2,2,1,250,25000000
Kigali City,Kicukiro,Masaka,House,3,2,108,2,2006,1,1,1,1,2,1,2,2,470,71800000
Eastern Province,Rwamagana,Gishali,Villa,4,3,195,2,2008,1,1,1,1,2,2,2,2,700,54900000
Southern Province,Muhanga,Kibangu,House,3,2,154,1,2020,1,1,0,1,1,2,1,0,660,48300000
Kigali City,Kicukiro,Nyarugunga,House,3,2,99,3,2025,0,1,1,1,1,1,0,1,260,79000000
Western Province,Ngororero,Bwira,Apartment,2,1,59,2,2009,1,1,1,1,2,2,1,2,140,13500000
Northern Province,Gicumbi,Rutare,House,4,4,171,2,2010,1,1,1,1,2,2,0,1,400,68000000
Kigali City,Nyarugenge,Nyamirambo,Apartment,2,2,65,1,1999,1,1,1,1,1,2,2,2,310,44700000
Northern Province,Burera,Rugengabari,Villa,5,4,259,2,1999,0,1,0,1,1,2,0,2,950,121000000
Eastern Province,Bugesera,Ngeruka,House,3,2,113,2,2021,1,1,0,1,2,1,1,2,480,44500000
Southern Province,Nyanza,Mukingo,House,2,1,70,1,2000,0,1,1,1,1,2,2,2,170,16600000
Eastern Province,Bugesera,Kamabuye,Mansion,5,5,201,1,2020,1,1,1,1,0,1,1,2,990,77800000
Eastern Province,Ngoma,Sake,Villa,5,5,266,1,2011,1,1,1,1,0,1,2,2,890,95100000
Southern Province,Nyaruguru,Nyabimata,Apartment,2,1,51,2,2003,1,1,1,1,2,1,2,1,180,14300000
Western Province,Ngororero,Kageyo,House,2,2,61,0,2016,1,1,1,1,2,1,2,1,290,15100000
Western Province,Karongi,Rubengera,Apartment,2,1,55,0,2004,0,1,0,1,1,1,1,1,120,11100000
Western Province,Rubavu,Gisenyi,Villa,4,4,125,2,2025,1,1,1,1,2,1,1,1,220,43400000
Eastern Province,Ngoma,Rukumberi,Apartment,2,1,50,1,2019,1,1,1,1,0,2,0,2,230,15400000
Eastern Province,Ngoma,Rurenge,Apartment,2,2,73,2,2019,1,1,0,1,2,2,0,2,350,24300000
Southern Province,Gisagara,Musha,Apartment,2,1,56,0,1997,1,1,0,1,1,2,0,1,200,13300000
Western Province,Rutsiro,Gatumba,House,4,4,131,2,2014,0,1,1,1,2,1,0,1,350,43400000
Eastern Province,Bugesera,Shyara,House,4,4,140,2,2019,1,1,0,1,1,2,0,2,360,58100000
Western Province,Nyabihu,Kintobo,Villa,5,5,222,1,2017,1,1,1,1,2,2,2,2,540,103500000
Northern Province,Gicumbi,Muko,House,3,2,117,0,2019,1,1,1,1,2,2,1,1,310,41800000
Eastern Province,Rwamagana,Muyumbu,Mansion,6,6,343,2,2011,1,1,1,1,2,2,2,2,1270,168900000
Western Province,Rutsiro,Kavumu,Apartment,2,1,96,1,2011,1,1,1,1,1,2,2,1,210,25100000
Northern Province,Rulindo,Masoro,Apartment,3,3,96,2,2018,0,0,1,1,1,0,2,2,180,30700000
Southern Province,Nyanza,Nyanza,Villa,5,5,266,0,2025,0,1,1,1,2,1,1,2,600,110500000
Eastern Province,Kayonza,Mukarange,Mansion,5,4,299,3,2020,1,1,1,1,1,2,2,2,1380,152200000
Eastern Province,Bugesera,Rilima,House,3,3,119,2,2020,1,0,1,1,0,1,2,2,350,31400000
Southern Province,Nyanza,Kibirizi,Villa,3,2,157,2,2021,0,1,1,1,1,1,2,2,600,50000000
Eastern Province,Kayonza,Nyamirama,House,3,2,113,1,2003,1,1,1,1,2,1,2,1,300,29900000
Eastern Province,Kayonza,Murundi,Apartment,1,1,59,1,2021,0,1,1,1,1,2,2,1,220,14600000
Eastern Province,Kirche,Gatore,House,4,3,144,2,1998,1,1,1,1,2,1,1,2,430,47600000
Kigali City,Nyarugenge,Kiyovu,Apartment,2,1,72,1,2016,1,1,1,1,1,2,2,2,320,50600000
Northern Province,Gicumbi,Miyove,Villa,3,2,138,0,1998,1,1,1,1,1,1,2,1,580,47800000
Kigali City,Nyarugenge,Gitega,Apartment,1,1,30,1,2013,1,1,1,0,1,1,2,1,90,15000000
Southern Province,Gisagara,Save,Mansion,5,5,298,2,2018,0,0,1,1,1,2,2,0,1310,158900000
Southern Province,Muhanga,Nyarusange,Apartment,2,2,86,1,2016,1,1,0,1,2,1,1,1,320,27800000
Kigali City,Gasabo,Kagarama,Villa,3,2,156,3,2013,1,1,1,1,1,1,2,1,590,121000000
Western Province,Karongi,Murambi,Villa,5,4,228,3,1995,1,1,1,1,2,2,1,1,800,105500000
Western Province,Karongi,Murundi,House,4,3,121,1,2009,1,1,0,1,1,1,2,2,540,41900000
Western Province,Rubavu,Nyakiriba,Apartment,3,2,77,1,1998,1,1,1,1,2,0,1,0,200,22500000
Western Province,Rutsiro,Kavumu,Mansion,5,5,193,1,2023,1,1,1,1,1,2,2,0,620,91700000
Southern Province,Gisagara,Kansi,Apartment,3,3,81,2,2003,0,1,1,1,2,2,1,1,160,26000000
Northern Province,Gicumbi,Nyankenke,House,4,4,167,2,2016,0,1,0,0,2,1,2,2,770,80200000
Eastern Province,Kayonza,Rukara,Apartment,2,2,74,1,2010,0,1,1,1,2,2,1,1,220,16700000
Northern Province,Gakenke,Gakenke,Villa,3,3,149,1,2009,1,1,1,1,1,2,2,0,600,57600000
Western Province,Nyamasheke,Bushenge,House,4,3,192,2,2023,0,1,1,1,0,2,1,0,780,68000000
Western Province,Rusizi,Muganza,Apartment,3,2,87,0,2013,1,1,0,1,1,1,2,1,370,28900000
Western Province,Nyamasheke,Bushenge,Apartment,2,1,85,2,1995,0,1,1,1,1,2,2,1,140,16500000
Northern Province,Musanze,Rwaza,House,4,4,116,1,2002,0,1,1,1,1,1,2,1,350,39400000
Western Province,Nyabihu,Bigogwe,Mansion,5,4,209,1,2019,1,1,1,1,1,1,1,2,1020,82900000
Northern Province,Gicumbi,Rushaki,Apartment,2,2,68,0,2020,0,1,1,1,1,2,1,1,180,16800000
Southern Province,Huye,Karama,Apartment,1,1,44,2,2006,1,1,1,1,0,2,1,2,200,11300000
Kigali City,Gasabo,Bumbogo,Villa,4,3,196,0,2000,1,0,0,1,2,2,1,2,560,155000000
Northern Province,Rulindo,Kisaro,Mansion,6,5,393,0,1997,1,1,0,1,1,1,2,2,770,123400000
Southern Province,Huye,Mbazi,Apartment,2,1,90,0,2025,1,1,1,1,1,1,2,1,350,21600000
Southern Province,Muhanga,Shyogwe,House,3,2,123,1,2010,0,1,1,1,1,2,0,1,610,36800000
Kigali City,Nyarugenge,Kigali,House,4,3,121,3,2004,1,1,0,1,1,2,2,2,240,101100000
Southern Province,Huye,Ngoma,House,3,2,116,1,1996,0,1,1,1,1,1,2,1,490,29700000
Eastern Province,Bugesera,Ntarama,Villa,4,3,214,3,2012,0,1,1,1,1,0,1,2,600,77600000
Northern Province,Gakenke,Gashenyi,Apartment,1,1,53,2,1999,1,1,1,0,0,2,1,2,90,9500000
Southern Province,Huye,Mukura,Villa,4,3,174,0,2014,1,1,1,1,1,1,1,1,450,60200000
Eastern Province,Bugesera,Gashora,House,3,3,151,2,2000,1,1,0,1,1,1,2,2,240,38900000
Southern Province,Nyanza,Mukingo,House,4,4,134,0,2003,0,1,1,1,2,2,1,1,580,51200000
Southern Province,Muhanga,Shyogwe,Mansion,6,6,448,3,2009,1,1,1,1,1,2,1,2,1050,227100000
Northern Province,Gakenke,Busengo,Apartment,3,2,87,0,2002,1,0,1,1,1,0,1,1,180,24300000
Southern Province,Nyaruguru,Ngera,House,5,5,232,2,2022,0,1,1,1,1,2,1,2,820,125000000
Eastern Province,Ngoma,Rurenge,Apartment,1,1,38,0,1996,0,1,1,1,1,2,0,1,190,8700000
Southern Province,Nyamagabe,Tare,Villa,4,3,183,2,2020,1,1,0,0,2,1,1,0,450,69500000
Southern Province,Nyaruguru,Ruramba,House,4,4,111,1,2012,1,1,1,1,1,2,2,1,360,36200000
Northern Province,Gicumbi,Giti,Apartment,1,1,57,3,2007,1,1,0,1,1,2,0,1,130,12500000
Kigali City,Nyarugenge,Nyarugenge,House,3,3,77,2,2015,1,1,0,1,1,2,2,1,270,68700000
Eastern Province,Gatsibo,Remera,Mansion,4,3,212,1,2025,0,1,1,1,1,1,2,1,470,78300000
Western Province,Nyabihu,Muringa,House,2,1,76,3,2024,1,1,1,1,1,2,0,2,170,25200000
Northern Province,Gakenke,Muzo,Villa,4,4,132,0,2023,1,0,1,1,2,1,1,2,660,49800000
Kigali City,Kicukiro,Gahanga,House,2,2,90,1,2023,0,1,1,1,1,1,0,1,220,64800000
Southern Province,Huye,Ngoma,Apartment,2,2,58,3,2009,1,1,0,1,1,0,1,2,210,15200000
Western Province,Rutsiro,Kiyumba,Apartment,1,1,40,3,2000,1,1,0,1,2,2,1,2,170,9400000
Southern Province,Ruhango,Ruhango,House,2,1,74,0,1998,1,1,0,1,1,1,1,2,300,15900000
Western Province,Rusizi,Gitambi,Mansion,6,6,291,3,2011,0,1,1,1,1,2,2,0,1250,185500000
Southern Province,Kamonyi,Ngamba,House,3,3,147,1,2024,1,1,1,1,2,1,1,1,330,50900000
Northern Province,Musanze,Gacaca,Villa,3,2,104,2,2011,1,1,1,1,2,0,2,1,430,37300000
Western Province,Nyamasheke,Bushekeri,House,2,2,70,3,2014,0,1,1,1,1,2,1,2,300,23000000
Western Province,Rutsiro,Nyabirasi,Mansion,4,3,215,1,2018,1,1,1,1,1,1,1,2,470,65600000
Western Province,Nyamasheke,Bushenge,Apartment,3,3,78,2,2018,0,1,1,1,1,1,1,1,180,22800000
Western Province,Rutsiro,Nyabirasi,House,2,2,98,2,2025,1,1,1,1,1,2,2,1,490,29500000
Eastern Province,Nyagatare,Musheri,Villa,4,3,203,2,2025,1,1,0,1,1,1,2,1,880,91300000
Western Province,Rubavu,Bugeshi,Mansion,6,6,340,2,1996,0,1,1,1,1,1,1,1,1550,199200000
Eastern Province,Rwamagana,Munyiginya,Mansion,6,6,378,1,2005,1,1,1,1,2,2,2,2,1200,186700000
Northern Province,Musanze,Busogo,House,4,4,111,1,2024,1,1,0,1,2,2,0,2,530,64800000
Western Province,Rubavu,Gisenyi,Mansion,6,6,344,0,2009,1,1,1,1,2,1,0,2,620,140200000
Southern Province,Kamonyi,Ngamba,Villa,3,3,157,0,1996,1,1,1,1,1,1,1,1,270,40800000
Western Province,Nyabihu,Rugera,Villa,4,4,175,3,2017,0,1,1,1,2,2,1,2,530,68000000
Northern Province,Rulindo,Shyorongi,Apartment,2,1,72,1,1996,1,1,1,1,2,2,2,0,320,21800000
Southern Province,Ruhango,Ruhango,House,3,3,150,0,1998,1,1,1,1,0,2,1,2,620,43100000
Eastern Province,Kirche,Mpanga,House,2,1,90,2,1999,1,1,1,1,2,2,1,2,140,15400000
Southern Province,Nyaruguru,Rusenge,Mansion,4,4,212,1,2024,1,1,1,1,1,1,1,2,740,89600000
Southern Province,Nyaruguru,Ruramba,House,3,3,100,2,2009,0,1,1,1,1,2,1,1,450,32800000
Northern Province,Burera,Ruhunde,Villa,3,3,132,2,2022,1,1,1,1,0,2,1,2,540,62500000
Eastern Province,Kirche,Kigina,House,2,1,81,1,2001,1,1,0,1,2,2,0,1,240,19600000
Eastern Province,Kayonza,Ndego,House,3,2,136,2,2004,1,1,1,1,2,0,0,1,640,40400000
Southern Province,Ruhango,Ntongwe,Villa,5,4,223,1,2020,1,1,0,1,1,2,1,2,370,66600000
Western Province,Nyamasheke,Shangi,Mansion,4,4,186,2,2023,0,0,1,1,2,2,2,2,470,83300000
Northern Province,Gakenke,Gashenyi,Villa,3,3,119,2,2020,1,1,0,1,0,2,1,1,470,43000000
Eastern Province,Bugesera,Juru,Apartment,2,2,82,2,2017,0,1,1,1,2,1,1,1,300,19400000
Southern Province,Kamonyi,Nyarubaka,House,3,3,156,2,1998,1,1,1,1,1,1,2,1,260,43800000
Northern Province,Gakenke,Busengo,Villa,3,3,105,3,2024,1,1,1,1,2,2,1,2,380,46200000
Northern Province,Musanze,Rwaza,House,3,3,76,2,2011,0,1,1,1,1,1,0,1,180,31800000
Western Province,Nyabihu,Mukamira,Villa,4,4,143,1,2013,1,1,1,1,1,2,2,1,580,63600000
Western Province,Nyabihu,Mukamira,Apartment,2,1,99,3,2006,1,1,0,1,1,1,2,2,470,32900000
Northern Province,Burera,Gahunga,House,4,3,176,0,2024,1,1,1,1,2,1,1,1,300,60300000
Southern Province,Huye,Rwaniro,House,3,3,83,0,2015,1,1,1,1,0,1,0,1,370,29700000
Western Province,Nyamasheke,Ruharambuga,Mansion,5,5,202,1,2024,0,1,1,1,1,2,2,2,430,96600000
Northern Province,Gicumbi,Mukarange,House,3,2,91,0,2018,0,1,1,1,2,2,0,1,300,27000000
Southern Province,Nyamagabe,Mutarama,Mansion,6,6,400,1,1998,0,1,0,1,2,2,2,1,1880,185700000
Northern Province,Rulindo,Ntarabana,House,4,4,122,0,2005,0,1,1,1,2,1,1,2,570,53300000
Eastern Province,Kirche,Kigarama,Villa,5,4,222,2,2012,1,1,0,1,1,2,1,2,550,82400000
Northern Province,Rulindo,Ngoma,House,4,4,144,3,2014,1,1,0,1,2,2,2,1,560,70600000
Kigali City,Gasabo,Kinyinya,House,2,1,88,2,2019,1,1,0,0,2,1,1,2,230,69500000
Western Province,Karongi,Mutuntu,House,3,3,78,1,2020,0,1,1,1,1,1,2,0,260,27100000
Eastern Province,Kayonza,Murundi,Apartment,2,2,96,0,2004,0,1,1,1,1,1,2,2,190,21900000
Eastern Province,Rwamagana,Kigabiro,House,3,2,88,1,2002,1,1,1,1,2,2,1,2,330,26900000
Northern Province,Gicumbi,Rukomo,Villa,5,4,175,1,2009,0,1,1,0,2,2,0,0,760,82200000
Kigali City,Kicukiro,Gatenga,House,3,2,91,1,2012,1,1,1,1,1,1,2,1,250,60900000
Southern Province,Kamonyi,Karama,House,4,4,141,0,2009,1,1,0,1,2,0,1,0,550,41200000
Kigali City,Kicukiro,Gahanga,Apartment,3,2,94,1,2018,1,1,1,1,0,1,2,0,310,66500000
Northern Province,Musanze,Ruhengeri,House,4,3,135,1,2022,1,1,1,1,1,0,2,2,630,58400000
Northern Province,Gicumbi,Rubaya,Mansion,5,4,308,3,2023,1,1,0,1,1,2,2,1,1350,158000000
Northern Province,Burera,Gahunga,Villa,3,2,141,0,2017,0,1,1,1,2,1,2,1,480,44100000
Eastern Province,Ngoma,Kibungo,Mansion,5,5,182,2,2012,1,1,1,1,2,2,2,2,560,84100000
Southern Province,Kamonyi,Nyarubaka,Apartment,1,1,35,3,2018,1,1,1,1,1,2,1,2,160,8300000
Eastern Province,Kirche,Nyarubuye,Villa,3,3,131,1,2009,1,1,0,1,2,2,0,2,470,37600000
Southern Province,Gisagara,Mukindo,Apartment,1,1,40,1,1997,1,1,1,1,2,1,2,1,100,8500000
Eastern Province,Kirche,Musaza,Villa,4,3,138,2,1995,0,1,1,0,1,0,1,2,630,47300000
